story,grade
"같은 경찰서에서 일하는 빅기와 캐리는 오랫동안 사귀어 왔다. 결혼하고 싶지 않다고 하는 남자 캐리는 참을성 없는 빅기와 자주 싸운다. 어느 날 호텔에서 재판 증인을 보호하던 빅기와 캐리는 평소처럼 말다툼을 벌이고 화가 난 빅기는 달려나간다. 빅기가 잠시 자리를 비운 사이 대살인이 나타나 증인을 죽이고 호텔은 완전히 파괴된다. 빅기는 무전기로 마지막까지 남았던 캐리의 비명소리를 듣고 미친 듯이 호텔로 달려가는데... 하지만 연인을 잃은 빅기는 방황하며 완벽한 외로움에 빠진다. 빅기의 파트너로 지정된 화계는 빅기를 바꾸려 하고 자신이 좋아하는 가수 소지의 팬사인회에 데려간다. 하지만 두 사람은 소지의 납치 사건에 휘말리고 납치범이 연인을 죽인 천사라는 사실을 알게 된다. 한편, 두려움에 떨던 소정은 친구 소만을 부르고, 그녀를 만난 비기는 죽은 캐리와 너무 닮은 소만을 보고 다시 소만을 사랑하게 된다. 하지만 소만이 살해당하는 것을 목격한 천사는 소만의 생명을 위협하는데...",12세이상관람가
"나, 스티븐 초우. 예일대에서 연극학 석사학위를 받았어. 하지만 지금은 엑스트라야... 아무나 엑스트라가 될 수 있는 건 아니야. 연기에 대한 열정, 연기력, 감정, 이런저런 걸 다 가지고... 그래도 나는 사회복지시설에서 자원봉사를 하고 가끔은 이웃들에게 연극을 보여주기 위해 무대를 차리는 착한 성인이야. 그러던 어느 날, 역할을 하나 얻었지. 대사 없이 죽는 역할이었어. 하지만 연기에 너무 몰두해서 죽어야 할 때 죽지 않고 계속 오버액션을 해서 많은 미움을 받았어. 그래서 다른 역할은 다 잃었지... 그러고 나서 오랜만에 다시 시체 역을 맡게 됐어. 하지만 촬영 중에 바퀴벌레가 갑자기 날뛰었어... 와! 시체가 되어서 움직일 수가 없었는데, 모원웨이가 내 연기를 칭찬했어. 하지만 그것도 잠깐, 실수로 특수효과 장비를 만졌을 때, 막문위가 공중으로 날아올라 창문을 깨고 밖으로 나갔지... 그러고는, 어휴... 나는 도망쳤어, 스스로를 구하려고... 그러는 사이에 장백지가 일하는 술집의 마담이 연기가 서툴러서 여자애들을 데려와서 연기를 가르쳐 주려고 했어. 하지만 백지는 비아냥거리고 허세를 부렸어. 선량한 나는 참을 수밖에 없었지. 하지만 백지가 와서 고맙다고, 이 남자 덕분에 돈을 벌었다고 했어. 잠깐, 그의 뜨거운 시선이 나를 꿰뚫었어... 뜨거운 밤을 보냈어... 와!! 너무 좋아서 내가 가진 돈 전부, 통장, 시계를 다 주었어. 하지만 백지는 ""고맙습니다, 사장님"" 하고 울면서 도망쳤어. 아, 버스는 이미 떠났어... 문위가 내 연기력을 알아봐서 주인공으로 캐스팅했다는 말을 듣고 기분이 우울해져서 날아가는 기분이 들었어. 연예계 생활이 드디어 펼쳐지고 있었다. 그동안 백지를 잠시 잊고 있었다. 잘 지내고 있었는데... 그런데 우연히 백지를 만났다. 하지만 백지의 얼굴에 멍이 들었다. 나는 백지를 꼭 껴안았지만 문위는 이걸 보고 그냥 걸어갔다. 참 안타까운 일이다. 나는 촬영장을 돌아다니는 엑스트라로 돌아갔다. 하지만 뭐 어때!...",12세이상관람가
"두 개의 티타늄 링, 극비 프로젝트 HALO, 그리고 찰리의 천사들... 매력적인 세 명의 찰리의 천사, 나탈리, 딜런, 알렉스는 백만장자 찰리가 이끄는 정부를 위해 일한다. 어느 날, 미국 법무부와 연방 요원들이 관리하는 FBI의 증인 보호 프로그램 ""HALO""가 들어 있는 두 개의 티타늄 링이 잇따라 도난당하고, 보호를 받는 증인들이 무차별 살해되는 테러가 발생한다. 더욱 섹시하고 강해진 그들의 사명이 시작된다! 이제 3년 만에 새로운 프로젝트에 배정된 찰리의 천사들은 사라진 반지를 회수하고 남은 증인들의 목숨을 보호해야 한다! 하지만 ""타락한 천사""로 변한 찰리의 전 부하 매디슨이 섹시하고 강인한 찰리의 천사들 앞에 나타나 사방에서 그들을 방해한다...",12세이상관람가
"전사들의 제국, 하나의 태양, 하나의 왕! 전사들의 제국, 하나의 태양, 하나의 왕! 5,000년 전, 사악한 통치자 멤논은 소수 민족을 몰살시키고 새로운 제국을 건설하려고 했습니다. 자신의 운명이 소수 민족을 정복하고 새로운 제국을 건설하는 것이라고 믿었던 멤논은 강력한 군대와 마법사의 선견지명을 사용하여 모든 사막과 평원을 하나하나 정복했습니다. 그에게 복종한 부족은 노예가 되었고, 반항한 부족은 무자비하게 몰살당했습니다. 살아남기 위해 각 유목 부족은 하나가 되어 멤논과 싸우려고 했습니다. 부족의 지도자들은 멤논 군대의 마법사가 초자연적인 힘으로 미래를 볼 수 있고 그의 환상에 따라 공격하면 결코 패배하지 않을 것이라는 것을 알게 되자 유일한 희망이자 구세주인 마테유스를 악명 높은 고모라 도시로 보냈습니다. 마테우스의 임무는 이 사악한 세력을 지원하는 마법사를 제거하는 것이었습니다. 마테우스는 고모라에 잠입하여 곧 마법사가 카산드라라는 아름다운 여성이라는 것을 알게 됩니다. 카산드라와 사랑에 빠진 마테우스는 그녀를 죽이는 대신 납치하여 사막 황무지인 '죽음의 계곡'으로 데려갑니다. 이에 격노한 멤논은 징벌군을 파견하고, 마침내 죽음의 계곡에서 생명을 위협하는 전쟁이 시작됩니다. 한편, 카산드라는 초자연적인 힘을 사용하여 마테우스가 멤논과 싸우다 죽는 환상을 보고 마테우스를 설득하려 하지만, 마테우스는 자신의 운명을 스스로 만들고 통제하는 사람만이 진정한 전사라는 메시지를 남기고 죽음의 계곡으로 향합니다...",12세이상관람가
"17세의 뚱뚱하고 못생긴 소녀 마르바는 가수가 되는 꿈을 꾼다. 그녀의 아버지 진은 그녀의 재능을 알아보고 스타가 되도록 격려한다. 진의 삶은 주말마다 딸 마르바가 참가하는 노래 경연 대회에 관한 것이다. 마르바가 무대에서 노래할 때면 진의 심장은 두근거리지만 마르바는 무대에 오르면 제대로 노래할 수 없고, 그녀는 가장 낮은 점수를 받고 매번 탈락한다... 진은 딸의 그런 모습을 볼 때마다 제대로 투자하지 않았고 사람들이 그녀의 재능을 알아주지 않아 좌절하고 화가 난다. 그러던 어느 날, 진은 우연히 아름답고 인기 있는 가수 데비를 만난다. 그 순간 그의 머릿속에 빛이 번쩍인다. 그는 데비를 납치해 그녀를 이용해 딸을 스타로 키우려 한다. 그 후로 진과 마르바, 그리고 아름다운 가수 데비의 주변에는 일련의 어이없는 사건들이 일어난다...",12세이상관람가
"행복한 가정의 아버지, 존 큐. 어느 날, 그의 아들 마이크가 야구 경기 도중 쓰러지고, 병원에서는 심장 이식 없이는 살 희망이 없다는 충격적인 소식을 전한다. 하지만 존은 아들이 죽는 것을 지켜보며 좌절하고, 보험 혜택이나 정부 지원을 기대할 수 없다. 아버지는 죽어가는 아들을 버린 미국의 정책에 큰 충격을 받는다. 아들을 구하기 위한 마지막 수단으로 그는 아들의 수술을 할 병원을 인수한다. 그의 유일한 요구는 목숨을 걸고 아들의 이름을 심장 수술 대기자 명단에 올려달라는 것이었다. 하지만 경찰이 그의 요구를 무시하고 노련한 협상가 프랭크 그림을 데려오자 존 큐의 인질 사태가 세상에 알려지게 된다. 언론은 이 놀라운 인질 사태를 매 순간 보도하고, SWAT 팀이 동원되면서 상황은 걷잡을 수 없이 확대되고, 결국 SWAT 팀은 존 큐를 죽이라는 명령을 내리는데...",12세이상관람가
"전 세계인의 가슴을 울린 행복한 영화 지적 장애로 7살 아이의 지능밖에 없는 샘은 버스 정류장 옆 커피숍에서 일한다. 어느 날 샘은 갈 곳 없는 여자 레베카를 집에 두고, 레베카와 사이에 딸을 둔다. 하지만 샘과 함께 살 생각이 없는 레베카는 사라지고 샘과 딸은 남겨진다. 홀로 남겨진 샘은 딸에게 좋아하는 가수 비틀즈의 노래 이름을 따서 루시 다이아몬드라는 이름을 붙이고 자신의 삶을 시작한다. 밖에 나가는 게 무서워서 집에서 피아노를 치는 이웃 애니와 샘과 같은 장애를 가지고 있지만 항상 쾌활한 친구 이프티와 로버트의 따뜻하고 친절한 도움으로 샘은 루시를 밝고 건강한 아이로 키운다. 수요일에는 레스토랑에 가고, 목요일에는 비디오 밤을 보내고, 금요일에는 노래방을 함께 가는 것이 이 아버지와 딸의 작은 행복이다. 다른 사람들에게는 비정상적으로 보일지 몰라도, 그들은 가장 즐거운 시간을 함께 보내며 행복한 가정을 이룬다. 하지만 루시가 7살이 되자 그녀는 아버지의 지능을 능가하는 것을 두려워하여 일부러 학교 수업을 빼먹고, 그 결과 사회 복지사들이 샘의 집을 방문한다. 그리고 샘은 그녀를 아버지로서 키울 수 없다고 선언받는다. 결국 루시는 시설로 옮겨지고, 샘은 일주일에 두 번만 방문할 수 있다. 샘은 사랑하는 딸과 함께한 행복한 시절을 잃어 환멸을 느낀다. 그는 법정에서 싸워 루시를 되찾기로 결심하고 떠오르는 엘리트 변호사인 리타 해리슨의 사무실을 찾는다. 활기차고 자기애적인 변호사인 리타는 동료들에게 자신의 능력을 보여주기 위해 샘의 변호를 무료로 맡겠다고 선언하고, 그들은 예상치 못한 동맹을 맺는다. 하지만 아무리 생각해도 샘에게 불리한 재판에서 양육권을 얻을 가능성은 낮다. 샘이 훌륭한 아버지라고 인정하는 친구들은 재판에서 증언조차 할 수 없다. 음악대학을 수석으로 졸업하고 법정에 설 수 있는 유일한 사람인 애니 역시 밖에 나가는 것에 대한 두려움을 극복하고 증인으로 서지만, 상대 변호사의 질문에 당황한다. 서로에게 전부인 루시와 샘은 같이 살 수 없을까?",12세이상관람가
"내 집에 놀러와요 이름 없는 야생화가 조용히 피어나는 새 길 끝, 외딴 시골에 일본식 목조 주택이 홀로 서 있다. 낮에는 피아노 소리가 들릴 정도로 아름다운 집이지만, 어둠이 내리면 으스스한 우울함이 감돈다. 이상한 기운이 가득한 이 집에 어른도 아이도 아닌 두 자매, 수미와 수연이 찾아와 아름답지만 예민한 계모와 함께 살게 된다. 가족의 유령 이야기가 시작되는 날. 수연과 수미가 서울에서 오랜 요양을 마치고 돌아오는 날. 계모 은주는 아이들을 눈에 띄게 반기지만, 자매는 은주를 보기 싫어한다. 둘이 함께 살기 시작한 첫날부터 집에는 이상한 기운이 감돌고, 가족들은 환각을 보거나 악몽에 시달린다. 수미는 아빠 무현을 돌보려고 애쓰고, 친어머니와 꼭 닮은 여동생 수연은 늘 겁에 질려 있다. 예민한 은주는 두 자매와 자주 싸우고, 아빠 무현은 그저 두 자매의 불화를 지켜볼 뿐이다. 은주는 감정적으로 불안정한 징후를 보이며 집안에 공포의 분위기가 조성되고, 수미가 여동생을 지키려고 애쓰는 동안 집안에서는 이상한 일들이 잇따라 일어나기 시작하는데...",12세이상관람가
"정부의 무차별 총격에 짓밟힌 평화 시위 현장!평화로운 도시가 피로 물들다.비극의 시작 1972년 1월 31일.북아일랜드 데리 주민들은 영국 정부의 불법 구금에 항의하고 시민권을 주장하기 위해 평화 행진을 하기로 결정한다.데리 시민권 위원회 대표이자 영국 의회 의원인 이반 쿠퍼가 평화 행진을 이끌며 IRA의 폭력적 저항에 반대한다.그는 시민들이 행진에 참여하도록 설득하며 비폭력 시위가 차별과 억압에서 벗어나 합법적 권리를 되찾는 유일한 방법이라고 강조한다.하지만 행진이 시작되기도 전에 도시는 불안의 조짐을 보이며 격동한다.북아일랜드의 모든 집회를 불법으로 규정한 영국 정부는 이 행진을 잠재적인 폭력 사건으로 간주하고 공수부대를 포함한 많은 병력을 배치해 폭도들을 진압해 데리 시를 봉쇄한다. 진압군 사령관 포드 장군은 처음부터 평화 시위 자체를 부인하고, 시위 중에 자연스럽게 일어날 것으로 확신하는 무장 행동에 대해서는 즉시 반격하라고 군인들에게 명령한다. 사소한 도발에도 폭발할 수 있는 극도의 긴장 상태에서 이반은 충돌을 막기 위해 계획된 행진 경로를 바꾸며 돌아다닌다... 행진에 참여한 청년 중 일부가 대열을 이탈해 돌을 던지기 시작하면서 상황은 점차 통제 불능의 상황으로 전개된다. 공수부대의 과도한 진압과 무고한 민간인 희생 영국군은 청년들이 점점 더 급진화되고 있다는 핑계를 대고 공수부대를 투입해 진압하기까지 한다. 이 과정에서 대대 간의 소통이 꼬이고 명령이 전달되면서 왜곡되고, 고무탄과 가스탄은 금세 진짜탄으로 바뀐다. 결국 공수부대의 무차별 사격으로 노인과 여성을 포함한 13명이 사망하고 14명이 부상당한다. 한때 조용하고 평화로웠던 데리시는 순식간에 피로 물들고, 유가족들의 눈물바다로 변했습니다.",12세이상관람가
"1876년, 시와 로맨스, 자유를 사랑하는 낭만주의자 레오폴드는 여자에게 관심이 없어 독신으로 지냈다. 삼촌은 항상 그를 잔소리하고 어울리려 한다. 어느 날, 신부를 찾는 파티에서 레오폴드는 스튜어트라는 이상한 남자가 자신을 따라오는 것을 보고 그를 쫓다가 브루클린 다리 아래로 떨어진다... 2001년 뉴욕, 케이트는 전 애인 스튜어트의 아래층 아파트에 살고 있다. 어느 날 레오폴드는 갑자기 스튜어트의 아파트에 나타나 그를 괴짜나 미친 사람으로 생각한다. 레오폴드는 19세기 공작인 척하고 온갖 저속한 매너와 시대에 뒤떨어진 형식주의를 가지고 있기 때문이다. 한편 스튜어트는 엘리베이터 고장으로 갑자기 병원에 입원한다. 사랑에 지쳐 일에만 몰두하는 케이트는 그녀를 세상에서 가장 위엄 있게, 마치 여왕처럼 대하지만 그녀의 마음은 쉽게 열리지 않는다. 하지만 어느 날 아침, 레오폴드가 준비한 풍성한 아침 식사를 먹게 되자 그녀는 슬픔의 눈물을 흘리게 되는데...",12세이상관람가
"한국 영화사에서 활약한 여성 영화인들의 역사와 의미를 그들의 입을 통해 살펴보고자 제작된 다큐멘터리. 여성 감독 임순례는 선배, 동료 여성 영화인들의 발자취를 따라가며 그들의 목소리를 포착했다. <아름다운 생존>은 남성 중심적이고 성차별적인 사회 시스템과 영화 시스템 속에서 싸우고, 견뎌내고, 살아남은 여성 영화인들을 조용하지만 강력하게 찬양한다.",12세이상관람가
"1976년, 필라델피아는 200주년을 기념하고 시장은 재선에 출마합니다. 하지만 이 도시는 사회의 어두운 면을 드러내는 일련의 사건을 경험합니다. 토끼로 분장한 남자가 경찰서에 들어와 흑인 남성을 살해하고, 재향군인 회의에서 수백 명이 바이러스로 사망하는 재앙이 발생합니다.",12세이상관람가
"한국전쟁 중, 강대식(장동휘) 분대장이 이끄는 해병대 부대가 인천상륙작전에 참전한다. 임산부와 어린 소녀를 무자비하게 죽이고 민간인을 학살하는 북한군과 달리, 서울을 수복하고 북진하는 국군은 전쟁으로 갈 곳이 없어진 고아 소녀 영희(전영선)를 자루에 몰래 넣어 돌보거나, 전투를 앞두고 두려움에 떨면서도 서로의 동지애와 용기를 나누는 등 재난 속에서도 인간성을 보여준다. 강대식 부대는 결국 인파전술을 사용하는 중공군과의 처절한 전투에서 승리하지만, 부대원 42명 중 겨우 두 명만 살아남고 나머지는 '돌아오지 못하는 해병'이 된다.",12세이상관람가
"운명의 수수께끼를 던진 후 갑자기 사라진 그녀, 나는 고군분투하며... 계속 물었습니다... 정확히 7년 만에 그녀를 찾았다고...?! 뉴욕의 크리스마스 이브... 모두가 선물을 사고 있는 번잡한 백화점에서 '조나단'과 '사라'는 연인을 위한 선물을 고르고 동시에 마지막 남은 '장갑'을 챙기면서 처음 만난다. 뉴욕 한복판에서 처음 만난 두 사람은 들뜬 크리스마스 분위기 속에서 서로의 매력에 빠지고, 각자 연인이 있음에도 불구하고 맨해튼에서 황홀한 저녁을 보낸다. 하지만 곧 서로의 연인에게 찾아가 서로의 이름도 모른 채 헤어진다. 첫눈에 반한 '조나단'은 다시 만날 수 있도록 전화번호를 교환하자고 제안하지만, 평소 운명적인 사랑을 원하는 '사라'는 망설이며 미래는 운명에 맡기겠다고 말한다. 그녀는 자신의 연락처를 적어 바람에 날려버리고, 5달러 지폐에 '조나단'의 연락처도 적어 돈을 쓰고, 돈이 돌아오면 그에게 연락하겠다고 말한다. 결국 두 사람은 후회하며 헤어진다. 그 후 '조나단'과 '사라'는 전혀 다른 삶을 산다. 하지만 7년 전 뉴욕에서 몇 시간 동안 만난 것을 잊지 못한다. 어느 날, 두 사람이 서로의 약혼자와 결혼을 앞두고 있을 때, 서로를 그리워하는 마음이 절정에 달하고, 마치 운명처럼 두 사람의 추억을 되살리는 일련의 사건들이 일어난다...",12세이상관람가
"21세기를 위한 진짜 청춘이 만든 문화백서 현섭은 공부도 잘하는 우등생이지만, 입시만 중시하는 학교보다는 여자친구 지연을 만나는 것을 더 좋아한다. 국어국문학과에 진학하고 싶어하는 지연은 2학기에 새 담임선생님을 만나 성적보다는 화합과 단결을 중시하는 학교생활을 경험한다. 하지만 인문학을 포기하는 학생과 무관심한 부모 때문에 길을 잃는 학생이 늘어나면서 학급은 혼란에 빠지고, 지연은 진로를 놓고 갈등을 겪으며 신경쇠약을 겪는다.",12세이상관람가
"사랑의 기적이라고 부르고 싶다... 도쿄 근처의 대학에 진학하기로 결심한 우즈키는 홋카이도에 있는 가족과 작별 인사를 한 후 도쿄로 가는 기차에 탑승한다. 도시 바로 외곽의 무사시노라는 조용한 마을에 정착한 후 그녀는 대학 생활을 시작한다. 대학 생활은 그녀가 예상했던 것보다 더 많은 작은 모험과 경험, 그리고 시련을 가져다준다. 그녀는 비현실적인 낚시 동아리에 가입하고, 옆집에 사는 여자와 이상한 만남을 가지며, 낯선 삶에 적응하면서 종종 동네 서점을 찾는다. 결국 지역 서점에서 일하는 청년이 그녀가 이곳으로 이사한 결정적인 이유라는 것이 점차 분명해진다. 우즈키는 그에게 인사할 용기를 낼 수 있을까?",12세이상관람가
"시카고 메모리얼 병원의 응급 의학과장인 조 대로우 박사는 광범위한 의학 지식과 중증 환자의 생사를 판단하는 능력으로 동료와 환자들에게 존경을 받는 의사입니다. 같은 병원의 소아 종양학자인 그의 아내 에밀리 대로우는 베네수엘라의 외딴 지역에서 원주민 환자를 치료하던 중 버스 사고로 사망합니다. 6개월 후, 에밀리의 시신은 발견되지 않았습니다. 조는 아내의 죽음에 대한 충격에서 회복하기 위해 병원 업무에 전념합니다. 결국 그의 신경은 극도로 예민해지고 병원의 행정 책임자인 휴 캠벨은 조에게 생각을 정리하기 위해 휴가를 가라고 조언합니다. 병원의 동료들과 옆집에 사는 법학 교수 미리엄 벨몬트는 그에게 정서적 지원을 제공하려고 노력하지만 조는 표현할 수 없는 슬픔으로 인해 사람들로부터 점점 더 고립됩니다. 어느 날, 아내의 소지품을 정리하던 조는 집 전체에 잠자리 이미지가 있는 것을 봅니다. 조는 아내의 등에 작은 잠자리 모양의 모반이 있다는 것을 기억하는데, 그것은 그녀가 태어날 때부터 가지고 있었던 것입니다. 그때부터 조는 이러한 이미지의 의미를 밝히는 데 집착하게 되었습니다. 그러던 어느 날 밤, 에밀리가 살아 있는 동안 매우 소중히 간직했던 잠자리 모양의 종이추가 책상에서 바닥으로 떨어집니다. 그러자 아내의 목소리가 그녀가 환자를 돌보고 있던 소아과 병동에서 들리기 시작합니다.",12세이상관람가
"미치는 조용하고, 급하고, 무지한 이혼남이자 LAPD의 형사입니다. 순찰 경찰 트레이는 미치와는 정반대이며, 경찰관으로서의 일보다 TV 출연에 더 관심이 많습니다. 트레이는 낮에는 소매치기를 잡기 위해 순찰하고, 저녁에는 거울 앞에서 연기 실력을 연습하며 배우로서 성공할 날을 기다립니다. 그러던 어느 날 밤, 트레이는 미치가 마약상을 잡기 위해 잠입한 코카인 거래를 우연히 급습하여 일을 망칩니다. 바로 그 순간, 방송국의 헬리콥터가 이륙하여 그 장면을 촬영하고 범죄자들은 ​​탈출합니다. 몇 달 동안의 노력이 물거품이 되어 화가 난 미치는 방송국 카메라를 총으로 쏘고, 프로듀서 체이스는 이 장면을 봅니다. 하루 24시간 경찰에 대한 생방송 프로그램을 만들 계획이었던 체이스는 방송국을 설득하여 미치를 주인공으로 한 새로운 프로그램을 제작합니다. 물론 사건의 당사자인 미치는 충격을 받지만, 수장과 분대장은 거의 강제로 출연시킨다. 방송국은 카메라를 쏘는 행위에 대해 LA 경찰에 무려 1,000만 달러의 손해배상을 하겠다고 위협한다. 미치가 새 쇼에 출연한다는 사실을 알게 된 트레이는 파트너로 출연하기 위해 주머니털이 연극을 준비한다. 이 소동은 연극으로 밝혀지지만 트레이는 자신이 원하던 대로 쇼에 출연한다. 프로그램의 제목은 트레이의 아이디어인 '쇼타임'으로 정해지고, 마침내 두 사람의 하루를 화면에 담은 리얼리티 쇼의 촬영이 시작된다. 서로 매우 다른 미치와 트레이는 계속 충돌한다. 하지만 뛰어난 쇼맨십을 가진 트레이는 여성 팬들의 열광적인 지지를 받아 하룻밤 사이에 스타가 된다. 미치에게는 지옥, 트레이에게는 천국의 시작이다. 고성능 총기를 제조하고 밀수하는 갱단을 체포하는 과정에서 Showtime은 실시간으로 전환됩니다.",12세이상관람가
"오시키리 토루는 매일 악몽에 시달린다. 땅에 시체를 묻는 사악한 남자의 그림자에 대한 이야기다. 토루의 부모는 그의 할아버지와 그가 살던 저택에 대한 무언가를 숨기고 있다. 어느 날, 사이킥 현상 연구회의 친구 미오와 카미야마 덕분에 할아버지에게 관심을 갖게 된 토루는 꿈과의 연결고리를 찾기 위해 낡은 저택으로 간다. 할아버지의 연구실은 폐쇄되었고, 연구실의 벽을 허문 토루는 다른 차원에 사는 또 다른 자신, 하카호리닝을 만난다. 토루가 현실 세계로 돌아왔을 때 그는 연쇄 살인 사건의 주요 용의자로 몰리고 있다는 사실을 알게 되고, 사이킥 현상 연구회 회원들을 낡은 저택으로 데려가 현실에 침투한 하카호리닝을 만난다. 하카호리닝은 다른 차원에서 저지른 살인을 은폐하기 위해 이곳에 왔고, 연구회 회원들은 하카호리닝이 다른 차원의 자신을 죽였다는 것을 알게 됩니다. 그들은 토루를 죽이려 하지만 하카호리닝에게 패배합니다...",12세이상관람가
"레이저 542 여객기는 시애틀을 출발해 샌프란시스코로 향했다. 이륙 후 레이더 화면 오른쪽에 포착됐지만, 흔적도 없이 사라졌다. 지난 3주 동안 비행기가 하늘에서 사라진 것은 이번이 네 번째였다. 며칠 후, 실종된 비행기는 오리건 해안에서 심하게 파손된 채로 발견됐다. 비행기와 함께 발견된 블랙박스에는 조종사의 실수나 잘못된 착륙 정보가 기록되지 않아 사고가 조종사의 실수나 잘못된 착륙 정보로 인한 것이 아니라는 것을 증명했다. 실수가 아니라 고의적인 테러 공격이라고 결론 내린 미국 항공우주국은 레이더 컴퓨터 화면에 침투한 해커가 저지른 범죄라고 확신하고 있다. 이 사건은 다양한 매체에 보도돼 미국과 전 세계에 큰 공포를 안겼다. 사람들은 모두 항공편 예약을 취소했고, 비행기는 승객 없이 운항됐다. 최악의 상황을 우려한 항공사들은 언론에 비행기 안전에 문제가 없다고 호소하기 시작했지만...",12세이상관람가
"어린이 TV 쇼를 진행하며 잘나가던 루돌프는 쇼에 출연한 아이의 부모로부터 뇌물을 받은 뒤 현장에서 부패 혐의로 FBI에 체포되어 방송계에서도 쫓겨난다. 랜돌프의 후임자를 찾던 방송국의 수석 프로듀서 노라는 우연히 셸던 몹스를 만나 스무치라는 새로운 캐릭터를 만들고, 이 캐릭터는 TV 쇼에 출연해 아이들 사이에서 큰 인기를 얻는다. 한편 모든 것을 잃은 랜돌프는 후임으로 온 스무치가 전 애인이자 방송국의 수석 프로듀서인 노라와 불륜을 저지르고 있다는 사실을 알게 되고, 모든 것을 빼앗은 스무치에게 복수를 다짐한다.",12세이상관람가
"잭 깁스는 걱정 없이 평범하고 화목한 가정에서 자랐다. 어느 날 잭은 아버지의 지하 연구실로 내려가 꽤 괜찮아 보이는 손목시계를 발견한다. 도플러라는 학생이 연구를 부탁해서 보낸 것이었는데, 깁스 박사가 실수로 떨어뜨린 것이다. 잭은 손목에 시계를 차고 학교로 전학 온 프란체스카를 만나러 나간다. 그녀의 집에서 쓰레기통을 치우는 것을 돕던 잭은 실수로 시계의 버튼을 누르고 주변이 이상하게 바뀐다. 이 시계가 주변의 모든 것을 멈추게 한다는 것을 알게 된 잭과 프란체스카는 다양한 장소에서 이 현상을 실험하며 설렘을 느낀다. 그동안 어색했던 두 사람은 가까워지고, 잭은 더 이상 바랄 것이 없게 된다. 하지만 하이퍼타임이라는 이 시계의 힘을 아는 사람은 두 사람뿐이 아니다. 하이퍼타임을 비밀리에 연구하던 도플러와 그를 조종하던 악당 게이츠는 잭의 시계를 되찾기 위해 가능한 모든 수단을 동원한다.",12세이상관람가
"블록버스터의 전능한 제작자는 피곤합니다. 그래서 그는 일주일 휴가를 가기로 결심합니다! 이 번거롭고 번거로운 세상을 누가 보호할까요?! 제작자는 불만스러운 브루스를 불러서 그의 대행 상사로 임명합니다. ""나에게 그렇게 불만이 있다면, 세상을 지배해 보는 건 어때요!"" 신의 힘을 갖는 건 정말 신나는 일입니다! 믿지 못하시다면 브루스 놀런(짐 캐리)에게 물어보세요! 브루스는 알고 있습니다! 브루스는 뉴욕 버팔로의 지역 방송국에서 뉴스 리포터로 일합니다. 그는 흥미롭고 단순한 이웃에 대한 이야기를 정기적으로 다루고 유머러스한 농담으로 사람들을 즐겁게 하지만, 그 자신은 자신에게 주어지는 사소한 주제에 항상 불만이 있습니다. 그의 꿈은 곧 은퇴할 앵커의 뒤를 이어 진행하거나 적어도 극적인 사건의 현장을 보도하는 것입니다. 자신에 대한 모든 것에 불만이 있는 그는 끊임없이 신에게 불평을 토로합니다. 반면 브루스의 여자친구 그레이스(제니퍼 애니스턴)는 보육원을 운영하며, 자신의 삶에 만족하며 항상 불평만 하는 브루스를 항상 받아들이고 사랑한다. 브루스의 꿈이 월터 크롱카이트처럼 훌륭한 앵커가 되는 것이라면, 그레이스는 매일 작은 일로 세상을 돕고 싶어하는 단순하고 따뜻한 마음을 가지고 있다. 그러던 어느 날 브루스에게 기회가 찾아온다. 그는 나이아가라 폭포에서 유명한 ""안개 속의 숙녀""의 23주년을 취재하게 된다. 하지만 방송 직전 브루스는 자신이 공석이라고 생각했던 앵커 자리가 늘 성장하는 라이벌 왕재수에게 넘어갔다는 사실을 알게 되고, 수백만 명의 시청자 앞에서 미친 듯이 욕설을 퍼붓는다. 방송국에서 쫓겨날 것은 자명한 일이었다. 하지만 바로 그날, 상황을 더 악화시키는 것은 브루스가 깡패들에게 구타당하고, 차가 망가지고, 운이 없어도 계속 불운만 겪게 된다는 것이다. 브루스는 분노에 폭발하기 직전 하늘을 가리키며 자신의 불행에 대해 신을 비난한다. 그 순간 호출기가 울리고 번호가 다이얼된다. 브루스는 번호를 여러 번 무시한 후 결국 신비한 번호로 전화를 걸고 ""옴니 프레젠츠""라는 이상한 오래된 건물에 도착하여 신비한 관리인(모건 프리먼)을 만난다. 관리인은 놀랍게도 자신을 브루스에게 신이라고 소개한다. 신은 브루스의 요청에 응답하여 나타나 화를 잘 내는 전직 기자에게 전능한 힘을 주고 세상이 얼마나 더 나아질 수 있는지 보라고 한다. 이것은 꿈인가 현실인가? 브루스는 자신의 능력을 시험한 후 자신에게 주어진 힘이 악몽이나 환상이 아니며 자신이 원하는 것은 무엇이든 할 수 있는 전능한 존재가 되었다는 것을 알게 된다. 이제 브루스 놀런은 우주에서 가장 강력한 펑크가 되어 마음대로 손가락을 흔들기 시작한다. 브루스는 자신에게 가장 소중한 것을 찾을 수 있을까?",12세이상관람가
