story,grade
"“이 노래는 널 사랑하고 위로해.” 준일은 우연히 카페에서 헌일의 음악을 듣고 그에게 자신의 노래를 들려주며 밴드를 만들자고 제안한다. 드러머 헌재가 합류하고, 그들은 모던 록 밴드를 만들어 꿈과 망설이는 사랑, 불안하지만 희망 없는 청춘을 감성적인 멜로디로 음악에 담는다. 세 사람은 세계적인 뮤지션 ‘스웰시즌’의 콘서트에서 버스킹을 하기로 하고, 이 버스킹이 그들의 운명을 바꾼다…",전체 관람가
그녀를 못 알아보면 어쩌지... 하지만 첫눈에 그녀를 알아보고 아이를 해외 입양 보낸 명자는 30년 만에 아들 브렌트(성욱)를 다시 만나 특별한 여정을 떠난다. 두 사람은 공개방송에서 처음 만나 이별과 재회를 반복하며 다시 가족이 되려고 노력한다. 하지만 입양 가정이 겪는 공통적인 문제인 언어와 문화적 차이로 서로를 표현하기 쉽지 않다. 명자는 국제입양 반대 운동에 참여하고 미혼모 자녀를 돌보며 자신의 삶을 굳건히 하려 한다. 어머니와 아들이 되는 과정이 장기간의 인터뷰와 관찰을 통해 극적으로 펼쳐진다.,전체 관람가
"지구의 운명을 결정할 전설의 베이! 지구의 운명을 결정할 전설의 베이! 강타와 친구들은 휴가 기간 동안 열리는 베이블레이드 대회에 참가한다. 마지막 경기를 시작하려던 순간, 갑자기 경기장에 무시무시한 힘이 휩쓸며 아수라장이 된다. 연기 속에서 한 소년이 나타나 잃어버린 세계 아틀란티스를 되살리고 조상들을 대신해 복수하러 온 헬리오스라고 밝힌다. 강타의 베이 페가수스를 본 헬리오스, 왠지 강타에게 도전한다. 화가 난 강타는 헬리오스에게 맞서 싸우지만 엄청난 힘에 패배한다. 강타의 아버지 유성은 조사해보니 하룻밤 사이에 파괴된 전설의 고대 문명 아틀란티스가 신비한 물질 오리할쿰을 사용해 현재의 베이와 비슷한 도구를 사용했다는 놀라운 사실을 알게 된다. 탑빌리지에서 전해지는 전설과 매우 비슷한 고대 도구. 바로 헬리오스 베이 솔블레이즈다. 강타는 친구들과 함께 헬리오스 은신처로 향하며, 헬리오스, 솔블레이즈를 막아 지구를 구하겠다고 말한다. 그곳에서 강타는 다시 헬리오스에 맞선다. 이번에는 강타의 페가수스가 이긴다. 헬리오스에게 실망한 듯하지만, 헬리오스에게 온 박킴은 페가수스의 힘을 끌어낼 수만 있다면 승패는 상관없다는 충격적인 발언을 한다. 박킴은 페가수스의 힘을 이용해 자신의 세계를 건설하겠다는 야망을 드러낸다. 헬리오스에게 박킴이 그동안 자신을 이용했다는 사실을 깨닫고 괴로워한다. 이제 박킴과 강타는 힘을 합쳐 박킴의 음모를 저지한다.",전체 관람가
"1988년부터 교육부가 시행한 전국적 소규모 학교 통합 대책으로 경기도 가평군 두밀리에 있는 두밀리초등학교가 폐교를 결정했다. 농사만 짓던 두밀리 주민들은 자녀들의 학교를 살리기 위해 노력했다. 1년간의 투쟁 끝에 학교는 폐교되었지만, 주민들과 아이들은 소규모 학교의 가치를 깨닫고 새로운 희망을 키웠다.",전체 관람가
"브라질에서 가장 성공적인 선수 중 한 명이자 시각 장애인 유도 선수인 안토니오 테노리오는 베이징 올림픽을 준비하며 새로운 도전, 네 번째 금메달을 위해 자신의 기록을 다시 깨려고 합니다. 이 영화는 브라질, 프랑스, ​​중국을 여행하는 테노리오의 여정을 따라갑니다. 영화와 같은 그의 삶과 그가 경험한 눈물과 기쁨의 순간이 이 여정에 온전히 기록되어 있어 시청자에게 깊은 공감을 불러일으킬 만큼 충분합니다.",전체 관람가
"아프리카의 푸른 잔디 위에 축구공, 희망이 자랍니다! 남아프리카 하늘에 희망의 별을 보낸 외국인의 이야기! 2010년 남아공 월드컵 때, 전 세계가 부부젤라의 시끄러운 소리에 취해 있을 때, 폭동이 난무하는 빈민가와 범죄가 난무하는 도심의 이크웨질레템바 초등학교에서도 그들만의 월드컵이 열렸습니다. 축구 선교사로 남아공에 온 임흥세 감독은 축구공이 남아공인들에게 식량과 빵이 되고, 에이즈와 범죄로부터 그들을 구해줄 빛이 되고, 미래가 될 것이라고 믿었습니다. 그래서 그는 2006년부터 남아공 어린이들에게 축구를 가르쳐 왔습니다. 임흥세 감독은 마침내 이 아이들을 2010년 4월 경기도 수원에서 열린 U-19 국제 축구 대회로 이끌었습니다. 그는 어떤 성과를 거둘까요?",전체 관람가
"영화와 발레가 선사하는 마법의 춤의 기적! 감독 마사유키 수오는 이탈리아, 스위스, 일본을 돌며 롤랑 페티의 발레 ""댄싱 채플린""을 촬영하고, 전 세계 발레 무용수들과 함께 60일간 백스테이지를 녹화하여 다큐멘터리의 1막을 완성했습니다. 그런 다음 발레 ""댄싱 채플린""을 영화로 재구성하여 2막으로 무대에 올려 궁극의 아름다움을 경험할 수 있는 엔터테인먼트로 완성했습니다. 채플린의 영혼이 담긴 작품을 감각적인 발레로 표현하고 다시 영화로 옮기는 과정은 마법의 기적과 독특한 재미를 선사합니다.",전체 관람가
"12살 소년과 할머니가 잃어버린 아버지를 찾아 떠난다... 세상에서 가장 슬픈 여정이 시작된다. 사담 후세인 정권이 무너진 이라크. 어느 날, 남부 지역으로 끌려간 전쟁포로들이 아직 살아 있다는 소식이 전해지자, 12살 소년 아메드는 할머니의 인도를 받아 12년 전 실종된 아버지를 찾는다. 태어난 이후로 한 번도 아버지를 만난 적이 없는 아메드는 아버지를 찾는 여정이 힘들다고 느낀다. 아메드가 힘든 여정을 견뎌낼 수 있었던 이유는 신화에 등장하는 '바빌론의 공중 정원'을 볼 수 있다는 기대 때문이었다. 이제 잃어버린 아버지를 찾는 가장 슬픈 여정이 시작된다...",전체 관람가
"모두가 꿈꾸는 따뜻하고 평화로운 공간, 듀엘의 카페가 문을 열었다. 그녀의 오랜 소원이 마침내 이루어졌다! 하지만 손님은 희박하다. 그러던 어느 날, 그녀와 함께 카페를 운영하는 여동생 창얼이 오픈 선물로 받은 잡동사니를 물물교환하자고 제안하고, 곧 그들의 카페는 타이베이의 유명 랜드마크가 된다. 처음에는 주저하던 듀엘은 35개의 비누극에 담긴 35개의 도시 이야기를 들려주는 남자와 마음을 나누기 시작하고, 마침내 36번째 이야기를 찾는 새로운 꿈을 꾸기 시작한다...",전체 관람가
"우리는 정말 가족일까? 문제적 형제 3인조 VS 의심스러운 할머니 어느 날... 할머니와의 의심스러운 동거가 시작된다!레이는 항상 같은 색 셔츠와 바지를 입고 조용한 연구실에서 일하며 아무도 방해하지 않고 조용히 일한다.자신만의 세계에 빠져 있는 그의 유일한 즐거움은 로봇 플라스틱 모델을 수집하는 것이다.그러던 어느 날 어머니가 돌아가시고 문제적 형제, 고양이, 그리고 욕실에서 나올 때마다 깊은 한숨을 쉬는 의심스러운 할머니가 남는다.더욱이 그가 혼자 사는 아파트에서 화재가 발생하고 그는 문제적 가족과 예측할 수 없는 동거를 시작하게 된다.레이의 평화로운 삶은 은둔형 외톨이 동생 모리와 사나운 고집 센 여동생 리사로 인해 혼란에 빠진다.게다가 그는 말도 못하고 피부색도 다른 의심스러운 할머니가 있다!할머니의 진짜 정체를 의심하는 레이는 비밀리에 그녀의 머리카락을 모아 유전자 검사를 요청하는데...",전체 관람가
"<IT'S REAL>은 3D 퍼포먼스 영상의 기획부터 공연, 공연장 뒷모습, 공연 후까지 메이킹 필름 형태로 제작 과정의 전말을 담았습니다. 첫 씨네라이브의 주인공은 바로 휘성입니다. 무대 위에서 완벽한 모습만을 보여주려 했던 가수 휘성은 데뷔 9년 만에 껍질을 벗고 일상의 작은 디테일까지 공개했습니다. 씨네라이브의 첫 기획부터 스태프와의 미팅과 스토리보드, 리허설까지, 20대의 평범한 남자 휘성의 모습과 집에서의 소소한 일상, 작사가로서의 모습, 지인들과의 솔직한 모습까지 담았습니다. TV에서 공개되지 않았던 집과 일상의 모습, 지인들과의 인터뷰를 통해 <리얼 휘성>의 전모를 담았습니다.",전체 관람가
"두 주먹을 꽉 쥐고 나눠먹는 주먹밥, 당신의 기억 속 80년 5월 광주는 어떤 모습일까? 폭도의 도시라 불리던 시절부터 망월동이 국립묘지로 지정되기까지는 많은 세월이 흘렀지만 80년 5월 광주는 사람들의 기억에서 점점 더 빠른 속도로 사라지고 있다. 기꺼이 가게를 열어 빵과 음료를 나눠주던 구멍가게 주인 황씨, 시민군을 버스에 태우고 금남로를 달려온 양씨, 주먹밥을 만들어 배달하던 양동시장 김씨, 열여섯 살의 미순씨도 단순한 꿈을 꾸는 평범한 사람들이었다. 열흘간의 투쟁이 끝나고 시간은 거짓말처럼 흘러갔고, 그 시절의 소년들은 이제 중년을 지났다. 5·18의 화려한 기록에도 불구하고 기록에서 제외된 수많은 사람들은 가슴 속에 기억을 묻은 채 살고 있다. 그들의 몸과 마음에 남은 상처는 여전히 생생하지만, 그들만의 힘으로 아름다운 공동체를 만든 그 기적의 봄날에 그들은 누구보다 아름다웠습니다. 30년 후인 2011년 5월, 늦은 인사입니다. 잘 지내셨나요?",전체 관람가
"인간이 달에 착륙했을 때, 그 아이가 내게 찾아왔다! 넘어진 이랑의 꿈... 그 꿈을 이루어줄 친구를 만난다! 경주에서 한 번도 진 적이 없던 이랑은 릴레이 경주에서 처음으로 상대에게 추월당하자 지는 것을 피하기 위해 일부러 넘어진다. 그 후, 육상부 선생님의 끈질긴 설득에도 지는 것이 두려워 이랑은 달리기를 멈춘다. 어느 날, 이랑은 레코드 가게에서 서울에서 온 전학생 수민을 만나 친구가 된다. 수민은 예쁘고 성숙해서 남자아이들에게 인기가 많다. 항상 자신감 넘치는 수민을 보고, 뭐 하나 잘하는 게 없는 이랑은 자신이 걱정되기 시작한다. 선물처럼 나타난 또 다른 친구... 생애 처음으로 찾아온 설렘! 어느 날, 학교에서 비행 실험을 하던 철수라는 소년이 넘어져 다치고, 이랑은 철수에게 호기심을 느낀다. 그러다 이랑은 우연히 철수를 만나고, 그날의 비행 실험 이야기를 나누며 가까워진다. 철수는 이랑을 자신의 은신처로 초대해 비행과 우주 탐험에 대한 꿈에 대해 이야기하며 자신의 발명품을 보여준다. 두 사람은 함께 시간을 보내면서 서로를 더 잘 알게 된다. 이랑은 철수가 첫 만남 때 이랑이 자신의 이야기에 고개를 끄덕여 자신감을 얻었다고 말하자 감격한다. 한편, 꿈과 재능이 넘치는 수민과 철수를 만나 미래에 대한 걱정이 더 많아졌던 이랑은 다시 꿈을 꾸기 시작하는데… 이랑은 다시 달릴 수 있을까?",전체 관람가
"계속 넘어지는데, 어느 별에서 왔니? 1> 체부라시카는 오렌지색 상자에 담겨 러시아로 왔다. 과일가게 주인에게 발견되어 공중전화 부스에서 외톨이가 되었다. 동물원에서 일하는 온순한 악어 게나는 친구가 없어 외로워하지만 체부라시카와 친구가 되어 서커스에 들어가고 싶어하는 소녀 마샤를 돕는다. 체부라시카와 게나는 소녀를 찾는 늙은 마술사를 돕는다... 2> 3부작 시리즈다. 1화는 오렌지색 상자에 담겨 러시아로 온 체부라시카가 악어 게나를 만나 친구가 되는 이야기다. 2화는 체부라시카와 게나가 서커스에 들어가고 싶어하는 소녀 마샤를 돕는 이야기다. 3화는 체부라시카와 게나가 손녀를 찾는 늙은 마술사를 돕는 이야기다.",전체 관람가
"'엄마, 어디 가?' 얼마 전 하늘나라에서 남편을 잃은 '고고'는 알츠하이머병을 진단받고 점차 기억을 잃으며 평화로운 삶에 흔들림이 생긴다. 우연히 아들도 알츠하이머병을 앓는 노인들을 소재로 한 영화를 만들게 되는데, 비평적으로 호평을 받지만 흥행에는 참패해 재정난에 빠진다. 아들은 어쩔 수 없이 어머니를 요양원에 보낼 수밖에 없다! 하지만 어린 시절의 아름다운 추억 속에 사는 어머니 '고고'는 아들의 영화처럼 요양원을 탈출하려 하는데... 과연 어머니와 아들은 다시 행복한 시간을 보낼 수 있을까?",전체 관람가
"위대한 전사들이 깨어났다 왕국을 지배하고자 하는 사악한 순혈족과 인간에게 알려지지 않은 하늘 세계에서 올빼미 세계를 그들에게서 보호하고자 하는 수호자들 사이에 벌어진 위대한 전설이 있었습니다. 싸움에서 승리한 후, 어린 소렌은 '대 가훌 나무'에 숨어 왕국이 위험에 처했을 때만 나타나는 전설적인 수호자들을 굳게 믿었고, 그들과 합류할 날을 꿈꿨습니다. 어느 날, 두 형제는 소렌의 질투심 많은 형 클루드로 인해 비행 연습 중에 나무에서 떨어졌고, 순혈족에게 납치되어 그들의 손아귀에 잡혔습니다. 소렌은 다른 올빼미들의 도움으로 간신히 탈출했고, 순혈족을 물리칠 마지막 희망이었던 전설적인 수호자를 찾아 '대 가훌 나무'가 있는 바다 너머 안개가 자욱한 세계로 날아갔습니다. 전설적인 수호자들이 존재하는지 아무도 모르지만, 자유와 꿈을 위해 소렌은 믿음의 날개를 펄럭이는 것을 멈추지 않을 것입니다!",전체 관람가
"동화처럼 환상적인 꿈을 주는 꿈의 요정 - 샌드맨 할아버지처럼 용감한 선장이 되고 싶은 어린 소년 - 마일로 악몽과 폭풍을 지배하는 악당 - 시버먼 단조로움을 거부하는 충성스럽고 수다스러운 양 - 울링턴 달 옆에 있는 꿈의 나라. 매일 밤 달콤한 꿈을 가져다주는 샌드맨의 고향이자, 우리의 모든 꿈이 사는 곳이다. 어느 날 악몽을 불러일으키는 악당 시버먼이 부하들과 함께 나타나 샌드맨의 마법 모래를 훔쳐 도망치려고 하면서, 세상의 모든 아이들이 악몽을 꾸게 된다. 그러자 샌드맨은 양 울링턴을 지구로 보내 폭풍을 뚫고 마법 모래를 되찾을 용감한 선장을 데려오게 한다. 할아버지처럼 용감한 선장이 되고 싶어 하는 마일로도 그들과 합류하고, 꿈의 나라를 지키기 위한 모험이 시작된다.",전체 관람가
"마법의 순간이 찾아왔습니다! 변화하는 세상에서 자리를 잃고 있는 늙은 마법사 일루셔니스트는 자신이 설 수 있는 무대를 찾아 세상을 떠돌고 있습니다. 어느 날 스코틀랜드의 한 선술집에서 공연을 하던 중 앨리스라는 순수한 소녀를 만납니다. 일루셔니스트의 무대에 반한 앨리스는 일루셔니스트를 따라 다음 무대를 찾는 여정을 떠나고, 이어지는 모험은 두 사람의 삶을 완전히 바꿔놓습니다...",전체 관람가
"미래의 팝스타, 10살 소녀 롤라! 하지만 지금은 친구가 없다!! 브라질 레스토랑에 개입하기 위해 함부르크로 이사한 대가족! 브라질인 아버지와 독일인 어머니 사이에서 태어난 10살 소녀 롤라는 미래의 가장 핫한 팝스타가 되는 꿈을 꾼다. 롤라는 팝스타가 되는 큰 꿈을 가지고 있지만 지금 그녀의 가장 큰 걱정은 친구다. 절친을 사귀는 것! 학교 첫날 친구가 된 플루는 롤라에게 귀찮은 존재일 뿐이고, 절친으로 선택한 아날리사는 허세 부리는 사람이자 행운의 부적임이 드러난다. 롤라는 10년 인생에서 가장 큰 위기에 직면하게 되며 평생 절친 없이 살아야 할지 고민한다. 어느 날 학교에서 소원 편지와 함께 풍선 날리기 행사를 열고, 롤라는 스텔라에게서 기다리던 답장을 받는다... ..롤라는 절친을 사귈 수 있을까?!!",전체 관람가
"어느 날 아침, 홍비는 빗방울 소리에 깨어나 창밖을 내다보니 밖에 있는 나무가지에 하얀 구름이 걸려 있다. 홍비와 동생 홍시는 나무가지에 걸려 있는 가벼운 구름 같은 솜털을 주워 조심조심 어머니에게 가져간다. 어머니는 홍비와 홍시가 가져온 구름을 큰 그릇에 담고, 신선한 우유와 물을 붓고, 효모와 소금, 설탕을 넣어 반죽한 다음, 작은 공 모양으로 빚어 오븐에 넣는다. 45분 후, 맛있고 잘 구운 둥근 구름 모양의 빵이 향기로운 냄새를 풍기며 떠오르고, 구름 빵을 먹은 홍비와 홍시도 떠오른다. 홍비와 홍시는 하늘 높이 날아올라, 아침밥도 먹지 않고 출근이 늦어지는 것을 피하려고 서둘러 집을 나선 아버지에게 빵을 전하고, 도서관에서 훼손되고 낙서된 책을 고치고, 어딘가에 사라진 세탁물을 찾기 위한 모험을 떠난다.",전체 관람가
"무민 밸리의 평화로운 여름날은 화산 폭발로 인한 홍수로 혼란에 빠진다. 무민 가족의 집 대부분이 물에 잠기고, 어떻게 해야 할지 고민하던 중 수상한 집이 눈앞에 떠내려온다. 그곳에 피난을 온 무민 가족은 정체불명의 사람을 만나고, 곧 집의 숨겨진 비밀을 알게 된다. 한편, 나무 위에서 쉬고 있던 무민과 스노크메이든은 가족과 헤어져 헤매지만, 오해를 받고 쫓기고, 리틀 마이 역시 예상치 못한 사건에 휘말려 엄청난 모험의 세계로 빠지게 되는데...",전체 관람가
"화창한 봄날, 미리엄의 가족은 즐거운 외출을 하고 있습니다. 갑자기 미리엄의 남동생이 뱀을 만나고, 코코 치킨은 물러설 수 없는 대결에서 뱀과 싸울 용기를 냅니다...",전체 관람가
"미리엄, 그녀의 남동생, 그리고 코코 치킨은 연극 ""빨간 모자""를 보고 있습니다. 하지만 그들은 연극에 너무 몰두해서 늑대가 나타나자 무서워합니다...",전체 관람가
"3D로 보는 흥미로운 애니메이션. 세계에서 가장 유명한 우주견. 1960년 8월 19일 구소련의 우주 비행 프로그램에 따라 스푸트니크 5호에 실려 우주로 보내진 두 마리의 개 벨카와 스트렐카의 실화를 바탕으로 한 애니메이션입니다. 두 마리의 개는 쥐와 식물을 태운 채 하루 동안 궤도 비행을 한 후 무사히 돌아와 역사에 이름을 남겼습니다. 서커스단에서 묘기를 부리는 벨카와, 우주에 산다고 믿는 아버지를 둔 야생개 스트렐카가 우주에서 사는 세상에서 가장 유명한 우주견이 되는 흥미로운 모험 이야기입니다. 우주로 보내지는 개라는 놀라운 주제를 3D로 만나보세요.",전체 관람가
모든 사람이 십 대 시절에 외계인이 될 수도 있다고 상상해 본 적이 있을 것입니다. 오렐리는 5년 전에 세상을 떠난 아버지가 실제로 자신의 행성으로 돌아왔다고 생각합니다. 지구에서 살아남기 위해 오렐리는 친구들과 우정을 유지하고 어머니와의 전쟁에서 이겨야 합니다. 하지만 사실 오렐리는 첫 키스를 꿈꾸는 평범한 십 대 소녀일 뿐입니다. 지구에 대한 그녀의 적응은 성공적으로 끝날까요?,전체 관람가
마법의 부싯돌로 부자가 되고 아름다운 공주와 결혼하는 남자. 안데르센 동화의 현대적 해석입니다.,전체 관람가
"티로이드빌 주민들은 항상 아름다운 하모니로 사람들의 마음을 따뜻하게 하는 ""마법의 종""을 가지고 있습니다. 그런데 어느 날, 그 마법의 종은 사라지고 군인들을 위한 대포로 변합니다...",전체 관람가
이 작품은 죽음에 대한 오래된 이야기를 뒤집으려 한다. 바이올린을 잘 연주하는 음악가가 죽음의 영혼으로부터 새로운 생명의 불꽃을 얻는다...,전체 관람가
"영감을 찾는 작가가 바라보는 물방울 속에는 거대한 생명의 움직임이 있습니다. 유리로 만든 물 속에 발레리나가 등장하고, 썰매가 나타나고, 민들레 씨앗은 댄서로 변신하여 아름답고 환상적인 춤을 춥니다. 물방울은 땅에 떨어져 또 다른 거대한 생명체로 흘러갑니다.",전체 관람가
"로코코에서 영감을 받은 이 코믹한 이야기는 아내가 남편과 세 번이나 헤어지려는 시도와 ""핌파럼""의 기원을 이야기합니다.",전체 관람가
"육식 공룡 아빠와 초식 공룡 아들!수상한 부자의 맛있는 모험이 시작된다! 육식 공룡 아빠와 초식 공룡 아들!스릴 넘치고 맛있는(?) 모험이 시작된다!옛날 옛적 화산이 폭발했을 때, 육식 공룡 티라노사우루스 ‘하트’는 길을 걷다가 공룡 알을 발견한다.그 알을 만지자 초식 공룡 아기 안킬로사우루스가 알에서 부화한다.“저 녀석 맛있겠다”며 침 흘리는 ‘하토’를 처음 본 아기 공룡은 한 입에 삼킬 생각을 하며 티라노사우루스가 얼마나 무서운지 모른다…자신의 이름이 ‘마트나’라는 것만 아는 아기 공룡은 ‘하트’를 따라가 ‘아빠’라고 부른다.우연히 아빠가 된 육식 공룡 ‘하트’와 아빠를 무서워하지 않는 초식 공룡 아들 ‘마트나’.절대 아버지와 아들이 될 수 없을 것 같은 두 사람의 스릴 넘치고 신나는 모험이 지금 시작된다!",전체 관람가
"그는 당신이 생각하는 영웅이 아닙니다!! 예측할 수 없는 위대한 남자가 도착했습니다! 광대한 모하비 사막에 떨어진 신비한 카멜레온 랭고. 수백만 년이 지나야 적응한다고 알려진 모하비 사막에서 살아남기 위해 고군분투하던 랭고는 우연히 메이라는 사막의 도적을 죽입니다. 예상치 못하게 랭고는 마을의 영웅이 되고 황무지 마을의 보안관이 됩니다... 광대한 사막의 위험, 추격과 추격당함, 예측할 수 없는 사건들 속에서 랭고의 운명은 어떻게 전개될까요?",전체 관람가
"느껴보세요! 눈앞에서 펼쳐지는 3D 세계여행. 50년 동안 5대양 6대륙을 여행한 바다거북 새미의 모험! 느껴보세요! 놀랍고 아름다운 수중 세계~ 캘리포니아 해변에서 태어난 푸른 바다거북 새미는 태어난 직후 셸리와 운명적인 만남을 갖지만, 결국 헤어지게 된다. 그러다 새로운 친구 레이와 함께 5대양 6대륙을 여행하는 환상적이고 특별한 모험을 시작하는데... 하지만 새미는 그물에 걸려 절친 레이와 헤어지게 된다. 무서운 피라냐와 독수리 떼를 피해 낙원으로 통한다는 바다 속 비밀 통로를 찾으려 한다. 새미는 결코 잊지 못하는 운명의 친구 셸리와, 안타깝게도 잃어버린 절친 레이, 그리고 그가 찾던 수중 낙원을 찾을 수 있을까?",전체 관람가
"""하루도... 죽은 동지들의 이름을 잊은 적이 없다"" '60년 전, 사선에서'는 한형모 감독이 1950년 영화 촬영 중 종군기자로 직접 촬영한 작품 '정의의 전진'을 원작으로 한 전쟁 다큐멘터리다. '우리는 죽은 동지들의 이름을 결코 잊지 않았다' '60년 전, 마지막 목소리(2010)'는 전쟁 중 20대 젊은 군인들의 음성 증언을 바탕으로 제작됐다. 60년 전 전쟁의 총격전 속에 있던 젊은 군인들이 백발 노인이 되어 마지막으로 들려주는 이야기다.",전체 관람가
"즐길 준비 되셨나요! 2AM의 모든 것, 그들이 선보이는 가장 특별하고 매력적인 무대 <2AM SHOW>! 다른 곳에 살지만 ‘음악’이라는 같은 꿈을 공유하는 네 명의 소년이 JYP에서 운명적으로 만나, 마침내 새벽의 감성을 지닌 2AM으로 데뷔하고, 한 목소리로 노래하기 시작합니다. 소년에서 감성 아이돌로 거듭난 2AM은 스릴 넘치고 생생한 콘서트 영상, 지금껏 공개되지 않은 특별 영상, 토크 등을 통해 가장 매력적인 콘서트 무대를 선보일 예정입니다! 특별한 콘서트 영상과 함께 그들이 꿈꾸는 과거와 현재, 그리고 미래의 이야기가 <2AM SHOW>에서 펼쳐집니다.",전체 관람가
"세상을 구할 미친 존재!거대한(?) 크기의 영웅이 나타났다!세상을 구할 미친 존재!우월한(?) 크기의 영웅이 나타났다!뉴욕 신문사에서 10년간 우체국을 관리해 온 걸리버(잭 블랙).그의 일상은 짝사랑하는 달시(아만다 피트)의 여행 칼럼을 읽는 것으로 시작된다.그는 유명한 여행 작가가 되는 것을 꿈꾸지만, 세상에 나가 도전하기에는 너무 두려웠다.그는 항상 자신의 직업에 대해 거짓말을 하고 성공한 척하지만, 짝사랑과 무심코 뽐내는 바람에 갑자기 버뮤다 삼각지대에 대한 여행기를 쓰게 된다.하지만 여행 중 걸리버는 갑자기 급류에 휩쓸려 릴리풋이라는 나라로 표류하게 된다.뉴욕에서는 그저 패배자였던 걸리버는 이제 이곳에서는 수호자이자 영웅으로 불린다.그는 이 상황을 어떻게 '재밌는~' 것으로 바꿀 수 있을까?",전체 관람가
"엄마를 따라 치료를 받으러 온 7살 소년이 치료사와 짧은 대화를 나누는 동안 예상치 못한 감정을 표현한다. 많은 시청자의 오해와 달리, 소년은 치료사로부터 공감을 받는다.",전체 관람가
"기적을 만든 천상의 하모니 아프리카 케냐의 수도 고로고초에 있는 단도라 빈민가를 둘러싼 거대한 쓰레기 매립지. 모든 쓰레기가 모여 있다. 개, 돼지, 소, 새들이 사람들과 함께 쓰레기 더미를 파헤쳐 살아남는다. 지역 언어(스와힐리어)로 쓰레기라는 이름을 딴 절망의 땅 고로고초 마을에서 한국인 임태종 목사는 지라니(좋은 이웃) 어린이 합창단을 만든다. 희망이라는 단어조차 사치스러운 땅에서 무모한 꿈을 실현 가능한 꿈으로 바꾸는 지라니 어린이 합창단은 기적처럼 고로고초 마을을 변화시킨다. 음표 이름조차 몰랐던 아이들이 도, 레, 미로 마음을 담아 부르는 희망의 노래로 세상을 놀라게 한다. 천상의 노래로 희망의 메시지를 전하는 지라니 어린이 합창단은 세상을 놀라게 하고 마침내 꿈꿔왔던 미국 콘서트를 준비한다. 하지만 미국 콘서트와 함께 지라니에게 찾아온 갈등과 시련은 시카고 콘서트에 모인 아이들에게도 문제를 일으키며 절정에 달한다. 마침내 미국 공연의 모든 시련을 이겨낸 지라니는 꿈꿔왔던 음악 학교 부지를 확보하고 뉴욕 할렘에 지라니 뉴욕 앙상블을 창단한다. 사람들의 마음을 잇고, 천상의 목소리로 희망과 감동의 메시지를 전하는 지라니 어린이 합창단. 가난과 상처로 얼룩진 절망의 땅에서 생존의 기본권을 포기한 아이들의 삶을 바꾼 기적 같은 이야기가 펼쳐진다.",전체 관람가
"여름이 왔고 East High School은 방학으로 매우 바쁩니다. Troy와 그의 'Wildcat' 친구들은 방학 동안 돈을 벌기 위해 파트타임으로 일하고 싶어하고, 질투하는 Sharpay는 이 기회를 이용해 Troy를 남자친구로 만들 계획을 세웁니다. Sharpay는 Wildcat 친구들을 그녀의 가정부로 고용합니다. 사실, 이 계획은 Troy가 재능 경연 대회에서 그녀와 듀엣을 부르게 하는 것입니다. 또한 Troy와 Gabriela를 멀어지게 하는 계획이기도 합니다. Wildcat 친구들은 Troy의 점진적인 변화에 실망하고, 결국 Gabriela와 Troy는 더욱 멀어집니다...",전체 관람가
"액션 레전드가 된 ‘브루스 리’의 숨겨진 사연이 공개된다! 중국 오페라의 유명 배우 ‘이해천’의 아들로 태어난 ‘브루스 리’는 예의를 중시하는 엄격한 집안에서 자랐다. 하지만 어린 시절 그는 집에서는 온순한 양처럼 행동하지만, 밖에서는 골목길 괴롭힘을 하며 친구들에게 온갖 문제를 일으키는 문제아였다. 그러다 ‘이해천’의 지인인 한 영화 제작자가 어린 ‘브루스 리’를 찾아와 영화에 캐스팅하고 싶다고 말했고, 그 후 어린 ‘브루스 리’는 ‘이배룡’이라는 예명으로 아역 배우가 되었다. ‘이배룡’은 자라면서 친구들과 어울리는 것을 좋아하는 평범한 청년이 되었다. 그는 학업과 연기 활동을 균형 있게 병행하며 바쁜 나날을 보냈지만, 여전히 싸움을 벌이고 사고를 일으키는 문제아였다. 어느 날, 어린 시절 일본에 식민지가 된 뒤 영국에 식민지가 되는 현실에 직면한 브루스 리는 더 강해지지 않고는 이 세상에서 살아남을 수 없다는 것을 깨닫는다. 더 강해지기 위해 그는 중국 본토 포산의 영춘 마스터인 엽문을 찾아가 제자로 받아들여 달라고 부탁한다...",전체 관람가
